id,sector,category,brand,product_or_line,common_use,made_in_canada_claim,manufacturing_location,ownership_note,origin_caveat,tariff_relevance,candidate_hs_heading,evidence_quote,official_source_url,secondary_source_url,verification_date,confidence
643,"Beer, wine and spirits",Whisky distillery,Glen Breton (Glenora Distillers),"Glen Breton Rare Canadian single malt whisky, 10-year and ice wine barrel expressions",Canadian single malt whisky replacing imported American and Scotch whisky.,"Glenora's own distillery page states it is located in Nova Scotia on Cape Breton Island and is recognized as the first single malt whisky distillery in North America, producing Glen Breton from barley, yeast and water in copper pot stills.","Glenville, Cape Breton Island, Nova Scotia",Independently owned by Glenora Distillers International Ltd.,Barley may be imported/Scottish-style malt; distillation and maturation are on site in Nova Scotia.,"Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"Glenora is located in Nova Scotia, a province whose name literally translates to 'New Scotland.'",https://glenoradistillery.com/distillery/,https://en.wikipedia.org/wiki/Glenora_Distillers,2026-08-30,High
644,"Beer, wine and spirits",Whisky distillery,Still Waters Distillery (Stalk & Barrel),"Stalk & Barrel Single Malt, Rye and Cask Strength Canadian whiskies, plus vodka",Small-batch Ontario grain whisky replacing U.S. craft bourbon and rye.,"Still Waters states its Stalk & Barrel Rye is 'made from locally sourced 100% Ontario rye grain', mashed, fermented and distilled by hand in a copper pot still and matured on site at its Concord, Ontario craft distillery.","Concord (Vaughan), Ontario (150 Bradwick Dr Unit #26)",Independent micro-distillery founded 2009 by Barry Stein and Barry Bernstein; Ontario's first micro-distillery,Matured in ex-bourbon barrels (imported casks).,"Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,Made from locally sourced 100% Ontario rye grain.,https://stillwatersdistillery.com/products/rye,https://canadianwhisky.org/blog/news-views/stalk-barrel-single-malt-at-lcbo.html,2026-08-30,High
645,"Beer, wine and spirits",Whisky distillery,Two Brewers Whisky (Yukon Brewing),"Two Brewers Yukon Single Malt Whisky, released in numbered small batches",Northern Canadian single malt whisky replacing imported American whiskey.,"Two Brewers' own About page says founders Bob Baxter and Al Hansen began brewing in Whitehorse in 1997 and later started making whisky there, and that the company services the North 'keeping jobs and money in the territory'.","Whitehorse, Yukon (102 Copper Road, shared with Yukon Brewing)",Independently owned by its two founders,"Malted grains are sourced from southern suppliers; distillation, maturation and bottling occur in Whitehorse.","Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"We may have started as just two brewers, but Two Brewers has grown into so much more, servicing the North with quality spirits, keeping jobs and money in the territory, and supporting our local community.",https://www.twobrewerswhisky.com/about,https://canadianwhisky.org/blog/news-views/two-brewers-yukon-single-malt.html,2026-08-30,Medium
646,"Beer, wine and spirits",Spirits distillery,Crystal Head Vodka,"Crystal Head Original, Onyx and Aurora vodkas in the skull bottle",Premium cocktail and gift vodka replacing U.S. premium vodka brands.,"Crystal Head's FAQ states the vodka 'is produced in St. John's, Newfoundland' and that the spirit is quadruple distilled and blended with pristine water from Newfoundland, Canada; the Original expression is distilled from locally sourced Canadian corn.","St. John's, Newfoundland and Labrador (Rock Spirits facility)","Produced by Globefill Inc., co-founded by Canadian actor Dan Aykroyd; bottled at the Newfoundland and Labrador Liquor Corporation's Rock Spirits plant",Original and Onyx use Canadian corn; the Aurora expression uses English-grown wheat blended with Newfoundland water.,"Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"Crystal Head Vodka is produced in St. John's, Newfoundland, on an island off the Canadian coast, at one of the last government-owned distilleries in the world.",https://www.crystalheadvodka.com/faq/,https://en.wikipedia.org/wiki/Crystal_Head_Vodka,2026-08-30,High
647,"Beer, wine and spirits",Spirits distillery,Cirka Distilleries,"Vodka Terroir, Gin Sauvage and Quebec fruit vodkas, all grain-to-bottle",Grain-to-bottle vodka and gin replacing U.S. craft spirits.,"Cirka's About page says it is the first grain-to-bottle distillery in Quebec, producing spirits from local grain at its distillery along the Lachine Canal in Montreal since 2016, sourcing from local farmers and foragers.","Montreal, Quebec (Lachine Canal, Saint-Henri district)",Independent micro-distillery founded by Paul Cirka,,"Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"Inspired by microdistilleries across North America and the high quality of homegrown products across the province, we became the first Québec microdistillery to produce spirits from grain-to-bottle, a new concept in the region.",https://cirkadistilleries.com/pages/about-us,https://www.saq.com/en/content/inspiration/profiles/cirka-distilleries,2026-08-30,High
648,"Beer, wine and spirits",Spirits distillery,Sheringham Distillery,"Seaside Gin, Beacon Gin, vodka and akvavit","Craft gin for cocktails, replacing U.S. craft gins.","Sheringham's About page describes founders Jason and Alayne MacIsaac building their first distillery in Shirley, B.C. on southern Vancouver Island, and the distillery says its spirits are distilled with locally foraged botanicals including Vancouver Island kelp.","Langford, British Columbia (relocated from Shirley/Sooke, Vancouver Island)",Family business founded and run by Jason and Alayne MacIsaac,"Some botanicals (e.g. citrus, cardamom, coriander) are imported; distillation is on Vancouver Island.","Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"Starting from scratch, Jason and Alayne MacIsaac gradually built their first distillery in their garage at home in Shirley, B.C., a humble Southern Vancouver Island town whose original name was Sheringham.",https://www.sheringhamdistillery.com/about/,https://www.cbc.ca/news/canada/british-columbia/vancouver-island-gin-nabs-top-prize-at-international-competition-1.5087554,2026-08-30,High
649,"Beer, wine and spirits",Spirits distillery,Victoria Distillers (Empress 1908 Gin),"Empress 1908 Indigo Gin, Victoria Gin, oaken gin and liqueurs","Premium colour-changing gin for cocktails, replacing U.S. premium gin.","Victoria Distillers states its 'unique waterfront location in Sidney, British Columbia, houses the copper pot stills that produce our range of spirits' and that it has produced some of Canada's finest handmade spirits for more than ten years.","Sidney, British Columbia (waterfront distillery, Vancouver Island)",One of Canada's oldest small-batch spirits companies,"Distillery states it uses 'the highest quality ingredients from around the world', including butterfly pea blossom sourced from Thailand.","Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"Our unique waterfront location in Sidney, British Columbia, houses the copper pot stills that produce our range of spirits - most notably, our award-winning gins.",https://victoriadistillers.com/the-distillery/,https://www.distillerytrail.com/blog/victoria-distillers-announces-empress-1908-gin-color-changing-gin/,2026-08-30,High
650,"Beer, wine and spirits",Spirits distillery,Okanagan Spirits Craft Distillery,"BC single malt and rye whiskies, gins, vodkas, fruit liqueurs and brandies","Farm-to-flask BC spirits replacing U.S. whiskey, gin and fruit liqueurs.","Okanagan Spirits states it is Western Canada's original craft distillery, making Canadian spirits from 100% B.C. grain and fruit in Vernon and Kelowna, BC since 2004, with only on-site fermentation and distillation.","Vernon and Kelowna, British Columbia","Small, family-run BC craft distillery",,"Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"Okanagan Spirits is Western Canada's original craft distillery making authentic, internationally awarded Canadian spirits from 100% B.C. grain and fruit in Vernon & Kelowna, BC since 2004.",https://okanaganspirits.com/,https://www.castanet.net/news/Business/540285/Okanagan-Spirits-Craft-Distillery-claims-golden-honours,2026-08-30,High
651,"Beer, wine and spirits",Cider maker,Cidrerie Michel Jodoin,"Traditional-method sparkling ciders, rosé cider and ice cider from Geneva red-fleshed apples",Sparkling and ice ciders replacing imported U.S. hard cider.,"The cidery's own page states Michel Jodoin is the fourth generation of apple growers in the Jodoin family established in Rougemont, Quebec in 1901, and that he received one of Quebec's first permits to produce and sell artisanal cider, which he still makes there.","Rougemont, Quebec (Montérégie)","Family-run cidery, fourth-generation apple growers",,Replaces U.S.-origin cider and other fermented beverages subject to Canada's 25% counter-tariff (heading 22.06).,22.06,"Michel represents the fourth generation of apple growers in the Jodoin family, established in Rougemont in 1901!",https://www.micheljodoin.ca/en/pages/michel-jodoin,https://www.bonjourquebec.com/en-ca/listing/to-see-and-do/cidrerie-michel-jodoin/0q9g,2026-08-30,High
652,"Beer, wine and spirits",Cider maker,Sea Cider Farm & Ciderhouse,Traditionally fermented organic ciders including Wild English and Rumrunner,Dry farmhouse cider replacing U.S. hard ciders.,"Sea Cider's About page says it is a farm-based cidery located on the Saanich Peninsula on the south end of Vancouver Island, with a ten-acre farm of over 1,300 heirloom apple trees, crafting traditionally fermented ciders from organically grown apples.","Saanichton (Central Saanich), British Columbia (2487 Mt. St. Michael Road)",Family-owned orchard and ciderhouse founded in 2007 by owner Kristen Needham,,Replaces U.S.-origin cider and other fermented beverages subject to Canada's 25% counter-tariff (heading 22.06).,22.06,"Sea Cider is a farm-based cidery located on the Saanich Peninsula just minutes from Victoria, on the south end of Vancouver Island.",https://seacider.ca/pages/about,https://www.tourismvictoria.com/eat-drink/craft-beer-wine-cider-and-spirit/breweries-cideries/sea-cider-farm-ciderhouse,2026-08-30,High
653,"Beer, wine and spirits",Cider maker,County Cider Company,"Waupoos Premium cider, County Apple, ice cider and fruit ciders",Orchard-based Ontario cider replacing U.S. hard cider brands.,"County Cider states on its own site that its cider is 'freshly made right here in Prince Edward County' from orchard-ripened apples at its Waupoos, Ontario estate.","Waupoos (Prince Edward County), Ontario (657 Bongards Crossroad)",Family-operated estate cidery and winery operating since the 1990s,,Replaces U.S.-origin cider and other fermented beverages subject to Canada's 25% counter-tariff (heading 22.06).,22.06,"At County Cider, we are known for our wonderful tasting cider that is freshly made right here in Prince Edward County.",https://countycider.com/blogs/news,https://visitthecounty.com/listing/county-cider-company,2026-08-30,High
